id,firmbr,city,quarter,share,price
100401880,1004,1,1,0.0124,0.072
100601880,1006,1,1,0.0078,0.114
100701880,1007,1,1,0.013,0.132
100901880,1009,1,1,0.0058,0.13
101101880,1011,1,1,0.0179,0.155
101301880,1013,1,1,0.0266,0.137
101701880,1017,1,1,0.025,0.144
103001880,1030,1,1,0.0051,0.128
104501880,1045,1,1,0.0053,0.15
200501880,2005,1,1,0.0381,0.109
200801880,2008,1,1,0.0083,0.132
201501880,2015,1,1,0.0066,0.112
201601880,2016,1,1,0.0301,0.115
201901880,2019,1,1,0.1,0.111
202601880,2026,1,1,0.0132,0.128
202801880,2028,1,1,0.0236,0.175
204001880,2040,1,1,0.0087,0.134
204801880,2048,1,1,0.0027,0.147
300601880,3006,1,1,0.0189,0.11
301401880,3014,1,1,0.0108,0.137
400201880,4002,1,1,0.0078,0.175
401001880,4010,1,1,7e-4,0.136
401201880,4012,1,1,0.0095,0.135
601801880,6018,1,1,0.0466,0.143
100403880,1004,3,1,0.0026,0.081
100603880,1006,3,1,0.077,0.106
100703880,1007,3,1,0.0264,0.12
100903880,1009,3,1,0.0016,0.102
101103880,1011,3,1,0.004,0.202
101303880,1013,3,1,0.0124,0.146
101703880,1017,3,1,0.0046,0.137
103003880,1030,3,1,0.0062,0.124
104503880,1045,3,1,0.029,0.101
200503880,2005,3,1,0.0243,0.106
200803880,2008,3,1,0.0322,0.124
201503880,2015,3,1,0.0036,0.109
201603880,2016,3,1,0.0428,0.126
201903880,2019,3,1,0.005,0.119
202603880,2026,3,1,0.0227,0.111
202803880,2028,3,1,0.054,0.14
204003880,2040,3,1,0.0011,0.127
204803880,2048,3,1,0.0022,0.142
300603880,3006,3,1,0.0032,0.146
301403880,3014,3,1,0.016,0.18
400203880,4002,3,1,0.0082,0.141
401003880,4010,3,1,0.0064,0.102
401203880,4012,3,1,0.0271,0.082
601803880,6018,3,1,0.0021,0.147
100404880,1004,4,1,0.0016,0.08
100604880,1006,4,1,0.0137,0.136
100704880,1007,4,1,0.0081,0.117
100904880,1009,4,1,0.0232,0.098
101104880,1011,4,1,0.1053,0.143
101304880,1013,4,1,0.1041,0.104
101704880,1017,4,1,0.0278,0.123
103004880,1030,4,1,0.0049,0.118
104504880,1045,4,1,0.0221,0.101
200504880,2005,4,1,0.0086,0.123
200804880,2008,4,1,0.019,0.114
201504880,2015,4,1,0.0041,0.103
201604880,2016,4,1,0.023,0.135
201904880,2019,4,1,0.0072,0.135
202604880,2026,4,1,0.0463,0.121
202804880,2028,4,1,0.0054,0.171
204004880,2040,4,1,0.0103,0.117
204804880,2048,4,1,0.0106,0.129
300604880,3006,4,1,0.0131,0.14
301404880,3014,4,1,0.1467,0.096
400204880,4002,4,1,0.0142,0.147
401004880,4010,4,1,0.0177,0.091
401204880,4012,4,1,0.0247,0.102
601804880,6018,4,1,0.0068,0.154
100405880,1004,5,1,0.0016,0.104
100605880,1006,5,1,0.0349,0.104
100705880,1007,5,1,0.0016,0.14
100905880,1009,5,1,0.0216,0.068
101105880,1011,5,1,0.0309,0.18
101305880,1013,5,1,0.0113,0.149
101705880,1017,5,1,0.0419,0.11
103005880,1030,5,1,0.0057,0.115
104505880,1045,5,1,0.0107,0.139
200505880,2005,5,1,0.0226,0.13
200805880,2008,5,1,0.0686,0.098
201505880,2015,5,1,0.001,0.105
201605880,2016,5,1,0.0132,0.138
201905880,2019,5,1,0.0156,0.128
202605880,2026,5,1,0.0132,0.11
202805880,2028,5,1,0.0094,0.19
204005880,2040,5,1,0.0079,0.146
204805880,2048,5,1,0.0098,0.097
300605880,3006,5,1,0.0154,0.134
301405880,3014,5,1,0.0282,0.136
400205880,4002,5,1,0.0134,0.135
401005880,4010,5,1,0.0031,0.112
401205880,4012,5,1,0.0385,0.085
601805880,6018,5,1,0.0044,0.14
100407880,1004,7,1,0.0304,0.074
100607880,1006,7,1,0.0368,0.116
100707880,1007,7,1,0.008,0.124
100907880,1009,7,1,0.0099,0.115
101107880,1011,7,1,0.0198,0.162
101307880,1013,7,1,0.0045,0.113
101707880,1017,7,1,0.0831,0.103
103007880,1030,7,1,0.0143,0.101
104507880,1045,7,1,0.0117,0.13
200507880,2005,7,1,0.0821,0.099
200807880,2008,7,1,0.0928,0.075
201507880,2015,7,1,9e-4,0.129
201607880,2016,7,1,0.0181,0.121
201907880,2019,7,1,0.0057,0.149
202607880,2026,7,1,0.0041,0.15
202807880,2028,7,1,0.0047,0.192
204007880,2040,7,1,0.0062,0.171
204807880,2048,7,1,0.0062,0.137
300607880,3006,7,1,0.0125,0.083
301407880,3014,7,1,0.0281,0.145
400207880,4002,7,1,0.0077,0.142
401007880,4010,7,1,0.0051,0.093
401207880,4012,7,1,0.0418,0.074
601807880,6018,7,1,0.0601,0.129
100408880,1004,8,1,0.0027,0.105
100608880,1006,8,1,0.0595,0.111
100708880,1007,8,1,0.0058,0.107
100908880,1009,8,1,0.0088,0.091
101108880,1011,8,1,0.0764,0.135
101308880,1013,8,1,0.0064,0.125
101708880,1017,8,1,0.0019,0.144
103008880,1030,8,1,0.0054,0.149
104508880,1045,8,1,0.0101,0.123
200508880,2005,8,1,0.008,0.126
200808880,2008,8,1,0.018,0.139
201508880,2015,8,1,0.0052,0.087
201608880,2016,8,1,0.0041,0.148
201908880,2019,8,1,0.0568,0.111
202608880,2026,8,1,0.0115,0.152
202808880,2028,8,1,0.0235,0.226
204008880,2040,8,1,0.004,0.169
204808880,2048,8,1,0.0013,0.148
300608880,3006,8,1,0.0031,0.147
301408880,3014,8,1,0.009,0.168
400208880,4002,8,1,0.008,0.165
401008880,4010,8,1,0.0067,0.074
401208880,4012,8,1,0.0349,0.087
601808880,6018,8,1,0.0497,0.126
100411880,1004,11,1,0.0026,0.11
100611880,1006,11,1,0.0197,0.109
100711880,1007,11,1,0.012,0.127
100911880,1009,11,1,0.0152,0.12
101111880,1011,11,1,0.0213,0.17
101311880,1013,11,1,0.0088,0.12
101711880,1017,11,1,0.0061,0.156
103011880,1030,11,1,0.0108,0.115
104511880,1045,11,1,0.0078,0.153
200511880,2005,11,1,0.0434,0.091
200811880,2008,11,1,0.0204,0.115
201511880,2015,11,1,0.0072,0.08
201611880,2016,11,1,0.0203,0.139
201911880,2019,11,1,0.0954,0.105
202611880,2026,11,1,0.0048,0.163
202811880,2028,11,1,0.0065,0.186
204011880,2040,11,1,0.0103,0.125
204811880,2048,11,1,0.0021,0.142
300611880,3006,11,1,0.0241,0.11
301411880,3014,11,1,0.0659,0.097
400211880,4002,11,1,0.0151,0.171
401011880,4010,11,1,0.0399,0.069
401211880,4012,11,1,0.0125,0.112
601811880,6018,11,1,0.0037,0.136
100412880,1004,12,1,0.0022,0.099
100612880,1006,12,1,0.1023,0.111
100712880,1007,12,1,0.0257,0.105
100912880,1009,12,1,0.0047,0.084
101112880,1011,12,1,0.0436,0.157
101312880,1013,12,1,0.0272,0.086
101712880,1017,12,1,0.0014,0.147
103012880,1030,12,1,0.001,0.147
104512880,1045,12,1,0.0099,0.128
200512880,2005,12,1,0.0059,0.138
200812880,2008,12,1,0.032,0.098
201512880,2015,12,1,0.001,0.115
201612880,2016,12,1,0.0036,0.151
201912880,2019,12,1,0.0163,0.126
202612880,2026,12,1,0.0263,0.131
202812880,2028,12,1,0.0485,0.204
204012880,2040,12,1,0.0015,0.132
204812880,2048,12,1,0.0028,0.113
300612880,3006,12,1,0.0319,0.117
301412880,3014,12,1,0.0104,0.153
400212880,4002,12,1,0.0162,0.104
401012880,4010,12,1,0.0086,0.101
401212880,4012,12,1,0.0272,0.126
601812880,6018,12,1,0.0119,0.146
100413880,1004,13,1,0.0133,0.109
100613880,1006,13,1,0.062,0.106
100713880,1007,13,1,0.0684,0.111
100913880,1009,13,1,0.0039,0.13
101113880,1011,13,1,0.0232,0.158
101313880,1013,13,1,0.0154,0.128
101713880,1017,13,1,0.0271,0.128
103013880,1030,13,1,0.0053,0.103
104513880,1045,13,1,0.0179,0.127
200513880,2005,13,1,0.0116,0.123
200813880,2008,13,1,0.0528,0.101
201513880,2015,13,1,0.0011,0.109
201613880,2016,13,1,0.0166,0.135
201913880,2019,13,1,0.0021,0.141
202613880,2026,13,1,0.0088,0.144
202813880,2028,13,1,0.0318,0.177
204013880,2040,13,1,0.0063,0.118
204813880,2048,13,1,0.0158,0.124
300613880,3006,13,1,0.0053,0.145
301413880,3014,13,1,0.0044,0.137
400213880,4002,13,1,0.0016,0.2
401013880,4010,13,1,0.0218,0.095
401213880,4012,13,1,0.0097,0.123
601813880,6018,13,1,0.025,0.128
100414880,1004,14,1,0.0129,0.078
100614880,1006,14,1,0.0035,0.129
100714880,1007,14,1,0.0035,0.135
100914880,1009,14,1,0.0152,0.073
101114880,1011,14,1,0.0616,0.121
101314880,1013,14,1,0.0169,0.118
101714880,1017,14,1,0.0213,0.136
103014880,1030,14,1,0.0053,0.127
104514880,1045,14,1,0.016,0.14
200514880,2005,14,1,0.0248,0.092
200814880,2008,14,1,0.0231,0.109
201514880,2015,14,1,0.0015,0.101
201614880,2016,14,1,0.0184,0.137
201914880,2019,14,1,0.0092,0.131
202614880,2026,14,1,0.0272,0.125
202814880,2028,14,1,0.036,0.174
204014880,2040,14,1,0.0026,0.15
204814880,2048,14,1,0.0231,0.099
300614880,3006,14,1,0.0941,0.12
301414880,3014,14,1,0.0746,0.114
400214880,4002,14,1,0.0127,0.153
401014880,4010,14,1,0.0137,0.103
401214880,4012,14,1,0.0099,0.121
601814880,6018,14,1,0.0035,0.146
100415880,1004,15,1,0.0062,0.096
100615880,1006,15,1,0.0751,0.059
100715880,1007,15,1,0.015,0.1
100915880,1009,15,1,0.0126,0.115
101115880,1011,15,1,0.1037,0.163
101315880,1013,15,1,0.0126,0.101
101715880,1017,15,1,0.004,0.149
103015880,1030,15,1,0.004,0.102
104515880,1045,15,1,0.0176,0.103
200515880,2005,15,1,0.0039,0.102
200815880,2008,15,1,0.0268,0.11
201515880,2015,15,1,0.001,0.135
201615880,2016,15,1,0.0499,0.102
201915880,2019,15,1,0.0294,0.112
202615880,2026,15,1,0.003,0.162
202815880,2028,15,1,0.0223,0.147
204015880,2040,15,1,7e-4,0.14
204815880,2048,15,1,9e-4,0.124
300615880,3006,15,1,0.0138,0.081
301415880,3014,15,1,0.0136,0.143
400215880,4002,15,1,0.0062,0.146
401015880,4010,15,1,0.0013,0.103
401215880,4012,15,1,0.0165,0.112
601815880,6018,15,1,0.006,0.131
100416880,1004,16,1,0.0113,0.086
100616880,1006,16,1,0.0236,0.121
100716880,1007,16,1,0.0162,0.12
100916880,1009,16,1,0.0537,0.069
101116880,1011,16,1,0.0176,0.184
101316880,1013,16,1,0.0041,0.124
101716880,1017,16,1,0.0546,0.071
103016880,1030,16,1,0.0114,0.115
104516880,1045,16,1,0.0053,0.107
200516880,2005,16,1,0.0367,0.099
200816880,2008,16,1,0.0082,0.116
201516880,2015,16,1,0.0023,0.101
201616880,2016,16,1,0.0255,0.112
201916880,2019,16,1,0.0146,0.108
202616880,2026,16,1,0.0225,0.121
202816880,2028,16,1,0.0809,0.126
204016880,2040,16,1,0.0211,0.108
204816880,2048,16,1,0.0132,0.096
300616880,3006,16,1,0.0061,0.107
301416880,3014,16,1,0.0398,0.122
400216880,4002,16,1,0.0076,0.172
401016880,4010,16,1,0.0192,0.08
401216880,4012,16,1,0.0257,0.098
601816880,6018,16,1,0.0605,0.129
100418880,1004,18,1,0.0076,0.081
100618880,1006,18,1,0.0257,0.115
100718880,1007,18,1,0.0406,0.089
100918880,1009,18,1,0.0057,0.109
101118880,1011,18,1,0.213,0.153
101318880,1013,18,1,0.0103,0.121
101718880,1017,18,1,0.0034,0.131
103018880,1030,18,1,0.0205,0.127
104518880,1045,18,1,0.0049,0.143
200518880,2005,18,1,0.0091,0.121
200818880,2008,18,1,0.0197,0.119
201518880,2015,18,1,0.0101,0.104
201618880,2016,18,1,0.0166,0.117
201918880,2019,18,1,0.0127,0.118
202618880,2026,18,1,0.0074,0.141
202818880,2028,18,1,0.009,0.161
204018880,2040,18,1,0.0305,0.091
204818880,2048,18,1,0.03,0.076
300618880,3006,18,1,0.0197,0.114
301418880,3014,18,1,0.0051,0.16
400218880,4002,18,1,0.0053,0.153
401018880,4010,18,1,0.0139,0.084
401218880,4012,18,1,0.009,0.114
601818880,6018,18,1,0.0359,0.154
100420880,1004,20,1,0.002,0.104
100620880,1006,20,1,0.0907,0.127
100720880,1007,20,1,0.0821,0.088
100920880,1009,20,1,0.0029,0.09
101120880,1011,20,1,0.0148,0.144
101320880,1013,20,1,0.0094,0.119
101720880,1017,20,1,0.0059,0.13
103020880,1030,20,1,0.0162,0.088
104520880,1045,20,1,0.0251,0.104
200520880,2005,20,1,0.0067,0.13
200820880,2008,20,1,0.0143,0.097
201520880,2015,20,1,0.0012,0.117
201620880,2016,20,1,0.0129,0.129
201920880,2019,20,1,0.0074,0.145
202620880,2026,20,1,0.0516,0.11
202820880,2028,20,1,0.0086,0.216
204020880,2040,20,1,0.0012,0.122
204820880,2048,20,1,0.0064,0.13
300620880,3006,20,1,0.0122,0.143
301420880,3014,20,1,0.0367,0.133
400220880,4002,20,1,0.0896,0.112
401020880,4010,20,1,0.0069,0.103
401220880,4012,20,1,0.0042,0.122
601820880,6018,20,1,0.0063,0.15
100423880,1004,23,1,0.0011,0.094
100623880,1006,23,1,0.0357,0.119
100723880,1007,23,1,0.0456,0.093
100923880,1009,23,1,0.0063,0.108
101123880,1011,23,1,0.0486,0.136
101323880,1013,23,1,0.0089,0.112
101723880,1017,23,1,0.0415,0.098
103023880,1030,23,1,0.0144,0.108
104523880,1045,23,1,0.0043,0.14
200523880,2005,23,1,0.0138,0.124
200823880,2008,23,1,0.0186,0.111
201523880,2015,23,1,0.0037,0.106
201623880,2016,23,1,0.0335,0.102
201923880,2019,23,1,0.0856,0.093
202623880,2026,23,1,0.0157,0.14
202823880,2028,23,1,0.0423,0.188
204023880,2040,23,1,0.0032,0.128
204823880,2048,23,1,0.0035,0.113
300623880,3006,23,1,0.0372,0.108
301423880,3014,23,1,0.0604,0.107
400223880,4002,23,1,0.0082,0.145
401023880,4010,23,1,0.0064,0.101
401223880,4012,23,1,0.0045,0.088
601823880,6018,23,1,0.0316,0.143
100424880,1004,24,1,0.0033,0.062
100624880,1006,24,1,0.0077,0.133
100724880,1007,24,1,0.0174,0.124
100924880,1009,24,1,0.0089,0.065
101124880,1011,24,1,0.0126,0.183
101324880,1013,24,1,0.0108,0.117
101724880,1017,24,1,0.0174,0.134
103024880,1030,24,1,0.0049,0.111
104524880,1045,24,1,0.0073,0.094
200524880,2005,24,1,0.004,0.116
200824880,2008,24,1,0.0512,0.114
201524880,2015,24,1,0.0066,0.112
201624880,2016,24,1,0.0514,0.121
201924880,2019,24,1,0.0029,0.133
202624880,2026,24,1,0.0054,0.153
202824880,2028,24,1,0.0057,0.209
204024880,2040,24,1,0.0087,0.103
204824880,2048,24,1,0.0018,0.119
300624880,3006,24,1,0.0271,0.063
301424880,3014,24,1,0.0076,0.144
400224880,4002,24,1,0.0514,0.127
401024880,4010,24,1,0.015,0.117
401224880,4012,24,1,0.015,0.098
601824880,6018,24,1,0.0017,0.166
100425880,1004,25,1,0.0021,0.093
100625880,1006,25,1,0.0104,0.14
100725880,1007,25,1,0.0298,0.102
100925880,1009,25,1,0.0139,0.088
101125880,1011,25,1,0.0042,0.213
101325880,1013,25,1,0.0087,0.127
101725880,1017,25,1,0.0102,0.128
103025880,1030,25,1,0.0017,0.153
104525880,1045,25,1,0.006,0.154
200525880,2005,25,1,0.0011,0.134
200825880,2008,25,1,0.0194,0.11
201525880,2015,25,1,0.0017,0.104
201625880,2016,25,1,0.0046,0.123
201925880,2019,25,1,0.0069,0.115
202625880,2026,25,1,0.0073,0.152
202825880,2028,25,1,0.0068,0.189
204025880,2040,25,1,0.0054,0.112
204825880,2048,25,1,0.0021,0.134
300625880,3006,25,1,0.0571,0.117
301425880,3014,25,1,0.0278,0.118
400225880,4002,25,1,0.0133,0.136
401025880,4010,25,1,0.0169,0.088
401225880,4012,25,1,0.0125,0.128
601825880,6018,25,1,0.0035,0.15
100426880,1004,26,1,0.0057,0.101
100626880,1006,26,1,0.0118,0.138
100726880,1007,26,1,0.0241,0.116
100926880,1009,26,1,0.012,0.115
101126880,1011,26,1,0.0509,0.182
101326880,1013,26,1,0.0182,0.102
101726880,1017,26,1,0.0645,0.107
103026880,1030,26,1,0.0097,0.129
104526880,1045,26,1,0.0021,0.133
200526880,2005,26,1,0.0127,0.152
200826880,2008,26,1,0.0368,0.137
201526880,2015,26,1,0.0051,0.103
201626880,2016,26,1,0.0356,0.14
201926880,2019,26,1,0.0529,0.124
202626880,2026,26,1,0.0114,0.126
202826880,2028,26,1,0.0042,0.172
204026880,2040,26,1,0.0099,0.163
204826880,2048,26,1,0.0041,0.15
300626880,3006,26,1,0.0204,0.117
301426880,3014,26,1,0.0065,0.177
400226880,4002,26,1,0.0021,0.183
401026880,4010,26,1,0.014,0.094
401226880,4012,26,1,0.0097,0.093
601826880,6018,26,1,0.0055,0.149
100427880,1004,27,1,0.0024,0.119
100627880,1006,27,1,0.0561,0.107
100727880,1007,27,1,0.054,0.089
100927880,1009,27,1,0.0058,0.088
101127880,1011,27,1,0.2153,0.139
101327880,1013,27,1,0.0223,0.105
101727880,1017,27,1,0.0767,0.121
103027880,1030,27,1,0.0018,0.13
104527880,1045,27,1,0.0062,0.107
200527880,2005,27,1,0.0226,0.095
200827880,2008,27,1,0.0395,0.083
201527880,2015,27,1,0.0037,0.081
201627880,2016,27,1,0.008,0.141
201927880,2019,27,1,0.0012,0.134
202627880,2026,27,1,0.0052,0.137
202827880,2028,27,1,0.0218,0.178
204027880,2040,27,1,0.0023,0.144
204827880,2048,27,1,0.0018,0.152
300627880,3006,27,1,0.0096,0.123
301427880,3014,27,1,0.0177,0.148
400227880,4002,27,1,0.0131,0.127
401027880,4010,27,1,0.0059,0.087
401227880,4012,27,1,0.0226,0.098
601827880,6018,27,1,0.0026,0.173
100429880,1004,29,1,0.0189,0.053
100629880,1006,29,1,0.0185,0.109
100729880,1007,29,1,0.0193,0.092
100929880,1009,29,1,0.045,0.062
101129880,1011,29,1,0.0304,0.15
101329880,1013,29,1,0.0362,0.103
101729880,1017,29,1,0.0105,0.113
103029880,1030,29,1,0.0099,0.093
104529880,1045,29,1,0.0019,0.178
200529880,2005,29,1,0.0025,0.117
200829880,2008,29,1,0.0139,0.119
201529880,2015,29,1,0.012,0.088
201629880,2016,29,1,0.0119,0.151
201929880,2019,29,1,0.0102,0.125
202629880,2026,29,1,0.0018,0.194
202829880,2028,29,1,0.0304,0.175
204029880,2040,29,1,0.0043,0.119
204829880,2048,29,1,0.0011,0.148
300629880,3006,29,1,0.0443,0.09
301429880,3014,29,1,0.0222,0.167
400229880,4002,29,1,7e-4,0.192
401029880,4010,29,1,0.0053,0.114
401229880,4012,29,1,0.0067,0.103
601829880,6018,29,1,0.0213,0.13
100430880,1004,30,1,0.0011,0.094
100630880,1006,30,1,0.0162,0.136
100730880,1007,30,1,0.0366,0.102
100930880,1009,30,1,0.043,0.059
101130880,1011,30,1,0.0354,0.169
101330880,1013,30,1,0.0105,0.102
101730880,1017,30,1,0.0057,0.136
103030880,1030,30,1,0.0023,0.147
104530880,1045,30,1,0.007,0.15
200530880,2005,30,1,0.0114,0.134
200830880,2008,30,1,0.0998,0.107
201530880,2015,30,1,0.0125,0.08
201630880,2016,30,1,0.0046,0.145
201930880,2019,30,1,0.0045,0.156
202630880,2026,30,1,0.0086,0.139
202830880,2028,30,1,0.0156,0.202
204030880,2040,30,1,0.0045,0.135
204830880,2048,30,1,0.0104,0.108
300630880,3006,30,1,0.0045,0.15
301430880,3014,30,1,0.029,0.14
400230880,4002,30,1,0.0056,0.146
401030880,4010,30,1,0.0146,0.103
401230880,4012,30,1,0.0061,0.105
601830880,6018,30,1,0.0156,0.126
100431880,1004,31,1,0.0038,0.083
100631880,1006,31,1,0.0082,0.151
100731880,1007,31,1,0.0401,0.067
100931880,1009,31,1,0.0205,0.111
101131880,1011,31,1,0.1496,0.157
101331880,1013,31,1,0.021,0.13
101731880,1017,31,1,0.0064,0.126
103031880,1030,31,1,0.0021,0.122
104531880,1045,31,1,0.0049,0.13
200531880,2005,31,1,0.0026,0.131
200831880,2008,31,1,0.0119,0.111
201531880,2015,31,1,0.001,0.111
201631880,2016,31,1,0.0705,0.114
201931880,2019,31,1,0.0169,0.132
202631880,2026,31,1,0.0189,0.12
202831880,2028,31,1,0.0095,0.176
204031880,2040,31,1,0.0068,0.111
204831880,2048,31,1,0.006,0.125
300631880,3006,31,1,0.0496,0.129
301431880,3014,31,1,0.0287,0.127
400231880,4002,31,1,0.0075,0.197
401031880,4010,31,1,0.0145,0.082
401231880,4012,31,1,0.0183,0.105
601831880,6018,31,1,0.0466,0.107
100432880,1004,32,1,0.0191,0.092
100632880,1006,32,1,0.0079,0.159
100732880,1007,32,1,0.0158,0.111
100932880,1009,32,1,0.0083,0.11
101132880,1011,32,1,0.054,0.175
101332880,1013,32,1,0.0243,0.138
101732880,1017,32,1,0.0103,0.124
103032880,1030,32,1,0.0145,0.112
104532880,1045,32,1,0.0065,0.124
200532880,2005,32,1,0.0043,0.153
200832880,2008,32,1,0.0319,0.101
201532880,2015,32,1,0.0097,0.101
201632880,2016,32,1,0.0094,0.146
201932880,2019,32,1,0.0037,0.118
202632880,2026,32,1,0.0125,0.129
202832880,2028,32,1,0.0515,0.156
204032880,2040,32,1,0.0025,0.145
204832880,2048,32,1,0.0056,0.157
300632880,3006,32,1,0.0109,0.117
301432880,3014,32,1,0.0421,0.131
400232880,4002,32,1,0.006,0.152
401032880,4010,32,1,0.0015,0.11
401232880,4012,32,1,0.0298,0.089
601832880,6018,32,1,0.0014,0.167
100433880,1004,33,1,0.0165,0.05
100633880,1006,33,1,0.0173,0.112
100733880,1007,33,1,0.0198,0.084
100933880,1009,33,1,0.0366,0.088
101133880,1011,33,1,0.0207,0.171
101333880,1013,33,1,0.0041,0.132
101733880,1017,33,1,0.0273,0.095
103033880,1030,33,1,0.0029,0.126
104533880,1045,33,1,0.0126,0.107
200533880,2005,33,1,0.0102,0.094
200833880,2008,33,1,0.0119,0.105
201533880,2015,33,1,0.0038,0.081
